Criminal Offenses - On campus,,,,,
Survey year,Institution name, Campus Name,Institution Size,Rape,Fondling
2014,Strayer University-New Jersey,Willingboro,858,0,0
2014,Strayer University-New Jersey,Piscataway,858,0,0
2014,Strayer University-New Jersey,Lawrenceville,858,0,0
2014,Strayer University-North Carolina,Research Triangle Park Campus,4092,0,0
2014,Strayer University-North Carolina,North Charlotte,4092,0,0
2014,Strayer University-North Carolina,South Charlotte,4092,0,0
2014,Strayer University-North Carolina,North Raleigh,4092,0,0
2014,Strayer University-North Carolina,Greensboro,4092,0,0
2014,Strayer University-North Carolina,South Raleigh,4092,0,0
2014,Strayer University-North Carolina,Huntersville,4092,0,0
2014,Strayer University-Pennsylvania,Lower Bucks,2103,0,0
2014,Strayer University-Pennsylvania,Delaware County,2103,0,0
2014,Strayer University-Pennsylvania,King of Prussia,2103,0,0
2014,Strayer University-Pennsylvania,Center City,2103,0,0
2014,Strayer University-Pennsylvania,Warrendale,2103,0,0
2014,Strayer University-Pennsylvania,Allentown,2103,0,0
2014,Strayer University-South Carolina,Greenville,1991,0,0
2014,Strayer University-South Carolina,Columbia,1991,0,0
2014,Strayer University-South Carolina,Charleston,1991,0,0
2014,Strayer University-Tennessee,Thousand Oaks,1960,0,0
2014,Strayer University-Tennessee,Nashville,1960,0,0
2014,Strayer University-Tennessee,Shelby,1960,0,0
2014,Strayer University-Tennessee,Knoxville,1960,0,0
2014,Strayer University-Texas,Main Campus,1626,0,0
2014,Strayer University-Texas,Las Colinas,1626,0,0
2014,Strayer University-Texas,Katy,1626,0,0
2014,Strayer University-Texas,NW Houston,1626,0,0
2014,Strayer University-Texas,Plano,1626,0,0
2014,Strayer University-Texas,Cedar Hill,1626,0,0
2014,Strayer University-Texas,North Dallas,1626,0,0
2014,Strayer University-Texas,Stafford,1626,0,0
2014,Strayer University-Virginia,Arlington,6850,0,0
2014,Strayer University-Virginia,Woodbridge,6850,0,0
2014,Strayer University-Virginia,Fredericksburg,6850,0,0
2014,Strayer University-Virginia,Alexandria,6850,0,0
2014,Strayer University-Virginia,Loudoun,6850,0,0
2014,Strayer University-Virginia,Manassas,6850,0,0
2014,Strayer University-Virginia,Henrico,6850,0,0
2014,Strayer University-Virginia,Chesterfield,6850,0,0
2014,Strayer University-Virginia,Chesapeake,6850,0,0
2014,Strayer University-Virginia,Newport News,6850,0,0
2014,Strayer University-Virginia,Virginia Beach,6850,0,0
2014,Strayer University-West Virginia,Teays Valley,191,0,0
2014,Stroudsburg School of Cosmetology,Main Campus,45,0,0
2014,Studio Academy of Beauty,Main Campus,332,0,0
2014,Studio Academy of Beauty,Phoenix Campus,332,0,0
2014,Studio Academy of Beauty,Tolleson Campus,332,0,0
2014,Studio Jewelers,Main Campus,55,0,0
2014,Stylemaster College of Hair Design,Main Campus,77,0,0
2014,Styles and Profiles Beauty College,Main Campus,31,0,0
2014,Styletrends Barber and Hairstyling Academy,Main Campus,45,1,0
2014,Success Schools,Main Campus,132,0,0
2014,Suffolk Beauty Academy,Main Campus,43,0,0
2014,Suffolk County Community College,Ammerman Campus and Sayville Center,26600,0,0
2014,Suffolk County Community College,Eastern Campus,26600,0,0
2014,Suffolk County Community College,MICHAEL J. GRANT CAMPUS,26600,0,0
2014,Suffolk County Community College,The Riverhead Culinary Arts Center,26600,0,0
2014,Suffolk University,Main Campus,8215,0,0
2014,Suffolk University,Madrid Campus,8215,0,0
2014,Sul Ross State University,Main Campus,2873,1,1
2014,Sul Ross State University,SRSU Rio Grande College at Del Rio,2873,0,0
2014,Sul Ross State University,SRSU Rio Grande College at Eagle Pass,2873,0,0
2014,Sul Ross State University,SRSU Rio Grande College at Uvalde,2873,0,0
2014,Sul Ross State University,SRSU Rio Grande College at Castroville,2873,0,0
2014,Sullivan and Cogliano Training Center,Sullivan and Cogliano Training Center-Kendall,627,0,0
2014,Sullivan and Cogliano Training Center,Sullivan and Cogliano Training Center-N Dade,627,0,0
2014,Sullivan College of Technology and Design,Sullivan College of Technology and Design,365,0,0
2014,Sullivan County BOCES-Practical Nursing Program,St John Street Education Center,9,0,0
2014,Sullivan County Community College,Main Campus,1643,1,0
2014,Sullivan University,Main Campus,4394,0,0
2014,Sullivan University,Sullivan University - Lexington,4394,0,0
2014,Sullivan University,Sullivan University - Ft. Knox,4394,0,0
2014,SUM Bible College and Theological Seminary,School of Urban Missions Bible College and Theological Seminary- (Main Campus),536,0,0
2014,Summit Academy Opportunities Industrialization Center,Summit Academy OIC,258,0,0
2014,Summit College,Main Campus,663,0,0
2014,Summit Salon Academy,Main Campus,67,0,0
2014,Summit Salon Academy,Main Campus,135,0,0
2014,Sumner College,Sumner College,262,0,0
2014,Sumter Beauty College,Sumter Beauty College,24,0,0
2014,Suncoast Technical College,Suncoast Technical College,346,0,0
2014,Sunnyside Beauty Academy,Sunnyside Beauty Academy,11,0,0
2014,Sunstate Academy,Fort Myers Campus,342,0,0
2014,Sunstate Academy,Clearwater Campus,205,0,0
2014,Sunstate Academy,Jones technical institute,205,0,0
2014,SUNY at Albany,Main Campus,17273,4,1
2014,SUNY at Albany,SUNY ALBANY EAST CAMPUS,17273,0,0
2014,SUNY at Binghamton,Main Campus,16695,1,4
2014,SUNY at Fredonia,Main Campus,5215,2,0
2014,SUNY at Purchase College,Main Campus,4225,2,4
2014,SUNY Broome Community College,Main Campus,5944,1,0
2014,SUNY Buffalo State,Buffalo State College,11083,3,1
2014,SUNY College at Brockport,Main Campus,8106,1,0
2014,SUNY College at Cortland,Main Campus,6958,3,0
2014,SUNY College at Geneseo,SUNY at Geneseo,5658,2,3
2014,SUNY College at Old Westbury,SUNY College at Old Westbury,4504,0,2
2014,SUNY College at Oswego,Main Campus,8034,3,0
2014,SUNY College at Plattsburgh,Main Campus,5968,4,1
2014,SUNY College at Plattsburgh,Queensbury,5968,1,0
2014,SUNY College at Potsdam,Main Campus,3979,5,6
2014,SUNY College of Agriculture and Technology at Cobleskill,Main Campus,2535,1,3
2014,SUNY College of Environmental Science and Forestry,SUNY College of Environmental Science and Forestry,2200,0,0
2014,SUNY College of Environmental Science and Forestry,Ranger School,2200,0,0
2014,SUNY College of Optometry,Main Campus,363,0,0
2014,SUNY College of Technology at Alfred,Alfred State College - Alfred Campus,3661,2,2
2014,SUNY College of Technology at Alfred,Alfred State College -Wellsville Campus,3661,0,0
2014,SUNY College of Technology at Canton,Main Campus,3278,2,2
2014,SUNY College of Technology at Delhi,Main Campus,3598,1,3
2014,SUNY Downstate Medical Center,Downstate Medical Center,1865,0,0
2014,SUNY Empire State College,Main Campus-Sartoga Springs  New York,11952,0,0
2014,SUNY Empire State College,Alfred,11952,0,0
2014,SUNY Empire State College,Auburn (Cayuga Community College),11952,0,0
2014,SUNY Empire State College,Batavia,11952,0,0
2014,SUNY Empire State College,Binghampton,11952,0,0
2014,SUNY Empire State College,Brooklyn,11952,0,0
2014,SUNY Empire State College,Canadaigua,11952,0,0
2014,SUNY Empire State College,East Syracuse,11952,0,0
2014,SUNY Empire State College,Fort Drum,11952,0,0
2014,SUNY Empire State College,Fredonia,11952,0,0
2014,SUNY Empire State College,Hartsdale,11952,0,0
2014,SUNY Empire State College,Hauppauge,11952,0,0
2014,SUNY Empire State College,Ithaca,11952,0,0
2014,SUNY Empire State College,Lakewood,11952,0,0
2014,SUNY Empire State College,Johnstown,11952,0,0
2014,SUNY Empire State College,Latham,11952,0,0
2014,SUNY Empire State College,Lockport,11952,0,0
2014,SUNY Empire State College,Nanuet,11952,0,0
2014,SUNY Empire State College,New York City/Manhattan,11952,0,0
2014,SUNY Empire State College,Newburgh,11952,0,0
2014,SUNY Empire State College,Old Westbury,11952,0,0
2014,SUNY Empire State College,Olean,11952,0,0
2014,SUNY Empire State College,Plattsburgh,11952,0,0
2014,SUNY Empire State College,Queensbury (Adirondack),11952,0,0
2014,SUNY Empire State College,Riverhead,11952,0,0
2014,SUNY Empire State College,Rochester,11952,0,0
2014,SUNY Empire State College,Staten Island,11952,0,0
2014,SUNY Empire State College,Troy,11952,0,0
2014,SUNY Empire State College,Utica,11952,0,0
2014,SUNY Empire State College,Watertown,11952,0,0
2014,SUNY Empire State College,Albany,11952,0,0
2014,SUNY Empire State College,Cheektowaga,11952,0,0
2014,SUNY Empire State College,Corning,11952,0,0
2014,SUNY Empire State College,Schenectady,11952,0,0
2014,SUNY Institute of Technology at Utica-Rome,Utica Campus,2740,2,0
2014,SUNY Maritime College,SUNY Maritime College,1799,0,0
2014,SUNY Oneonta,Main Campus,6101,0,0
2014,SUNY Oneonta,Cooperstown Campus,6101,0,0
2014,SUNY Westchester Community College,Main Campus,13916,0,0
2014,SUNY Westchester Community College,Peekskill Extension Center,13916,0,0
2014,SUNY Westchester Community College,Ossining Extension Center,13916,0,0
2014,SUNY Westchester Community College,Mount Vernon Extension Center,13916,0,0
2014,Surry Community College,Main Campus,3294,0,0
2014,Surry Community College,Yadkin Campus,3294,0,0
2014,Surry Community College,Center for Public Safety,3294,0,0
2014,Surry Community College,Pilot Center,3294,0,0
2014,Surry Community College,Elkin Center,3294,0,0
2014,Susquehanna County Career and Technology Center,Susquehanna County Career and Technology Center,65,0,0
2014,Susquehanna University,Main Campus,2093,2,0
2014,Sussex County Community College,Sussex County Community College,3064,0,0
2014,Sutter Beauty College,Main Campus,86,0,0
2014,Suwannee-Hamilton Technical Center,Suwannee-Hamilton Technical Center,145,0,0
2014,SW School of Business and Technical Careers,Main Campus,59,0,0
2014,SW School of Business and Technical Careers,SW SCHOOL OF BUSINESS AND TECH CAREERS-DEL RIO,59,0,0
2014,SW School of Business and Technical Careers,SW School of Business and Technical Careers-North Campus,59,0,0
2014,SW School of Business and Technical Careers,SW School of Business and Technical Careers-South Campus,59,0,0
2014,SW School of Business and Technical Careers-Cosmetology,S.W.School of Business & Technical carees-Inc.,49,0,0
2014,Swarthmore College,Main Campus,1542,17,10
2014,Swedish Institute a College of Health Sciences,Main Campus,792,0,0
2014,Sweet Briar College,Main Campus,700,1,1
2014,Sylvain Melloul International Hair Academy,Main Campus,82,0,0
2014,Syracuse City Schools Practical Nursing Program,Main Campus,33,0,0
2014,Syracuse University,Main Campus,21492,1,5
2014,Syracuse University,SU Abroad-Italy,21492,0,0
2014,Syracuse University,SU Abroad-France,21492,0,0
2014,Syracuse University,SU Abroad-England,21492,0,0
2014,Syracuse University,SU Abroad-Hong Kong- China,21492,0,0
2014,Syracuse University,SU Abroad-Spain,21492,0,0
2014,Syracuse University,SU Abroad-Chile,21492,0,0
2014,Syracuse University,Greenberg House- Washington- D.C. Campus,21492,0,0
2014,Syracuse University,SULA- Los Angeles Campus,21492,0,0
2014,Syracuse University,SU Abroad-Beijing- China,21492,0,0
2014,Syracuse University,SU Abroad-Istanbul- Turkey,21492,0,0
2014,Syracuse University,Fisher Center,21492,0,0
2014,Tabor College,Main Campus,766,0,0
2014,Tacoma Community College,Tacoma Community College,7189,0,0
2014,Taft College,Main Campus,5217,0,0
2014,Taft University System,Main campus - The Taft University System,817,0,0
2014,Talladega College,Talladega College Main Campus,879,0,0
2014,Tallahassee Community College,Main Campus,13049,0,0
2014,Tallahassee Community College,Florida Public Safety Institute,13049,0,1
2014,Tallahassee Community College,Ghazvini Center for Healthcare Education,13049,0,0
2014,Tallahassee Community College,TCC Quincy House,13049,0,0
2014,Tallahassee Community College,Waklulla,13049,0,0
2014,Tallahassee Community College,TCC Capitol Center,13049,0,0
2014,Talmudic College of Florida,Main Campus,61,0,0
2014,Talmudical Academy-New Jersey,Main Campus,69,0,0
2014,Talmudical Institute of Upstate New York,Main Campus,21,0,0
2014,Talmudical Seminary of Bobov,Talmudical Seminary of Bobov,327,0,0
2014,Talmudical Seminary Oholei Torah,Main Campus,330,0,0
2014,Talmudical Yeshiva of Philadelphia,Main Campus,120,0,0
2014,Tarleton State University,Main Campus,11681,3,3
2014,Tarleton State University,Tarleton - Terrell School of Clinical Laboratory Sciences - Fort Worth,11681,0,0
2014,Tarleton State University,Tarleton State University - Hickman Building - Fort Worth,11681,0,0
2014,Tarrant County College District,South Campus,50595,0,2
2014,Tarrant County College District,Northeast Campus,50595,0,0
2014,Tarrant County College District,Northwest Campus,50595,0,0
2014,Tarrant County College District,Southeast Campus,50595,0,1
2014,Tarrant County College District,Tarrant County College Opportunity Center,50595,0,0
2014,Tarrant County College District,Trinity River Campus,50595,0,1
2014,Taylor Andrews Academy of Hair Design-West Jordan,Main Campus,126,0,0
2014,Taylor Andrews Academy-Orem,Main Campus,53,0,0
2014,Taylor Andrews Academy-St George,Main Campus,109,0,0
2014,Taylor Business Institute,Main Campus,280,0,0
2014,Taylor College,Taylor College,150,0,0
2014,Taylor Technical Institute,TAYLOR TECHNICAL INSTITUTE,142,0,0
2014,Taylor University,Main Campus,2146,0,0
2014,Taylortown School of Beauty Inc,Taylortown School of Beauty - Main Campus,172,0,0
2014,TDDS Technical Institute,Main Campus,226,0,0
2014,Teachers College at Columbia University,Main Campus,5011,2,0
2014,Technical Career Institutes,TCI Campus,2762,0,0
2014,Technical College of the Lowcountry,Main Campus,2529,0,0
2014,Technical College of the Lowcountry,Hampton County - H. Mungin Center,2529,0,0
2014,Technical College of the Lowcountry,New River Campus,2529,0,0
2014,Technical Education Center-Osceola,Main Campus,663,0,0
2014,Technical Institute of Cosmetology Arts and Sciences,Technical Institute of Cosmetology Arts and Sciences,38,0,0
2014,Technical Learning Centers Inc,Main Campus,258,0,0
2014,Telshe Yeshiva-Chicago,Main Campus,79,0,0
2014,Temple College,Temple College Campus,5200,0,0
2014,Temple University,Main Campus,37485,7,5
2014,Temple University,Ambler Campus,37485,0,0
2014,Temple University,Health Science Campus,37485,0,0
2014,Temple University,School of Podiatric Medicine,37485,0,0
2014,Temple University,Harrisburg Campus,37485,0,0
2014,Temple University,Center City Campus,37485,0,0
2014,Temple University,Japan,37485,0,0
2014,Temple University,Rome,37485,0,0
2014,Tennessee Academy of Cosmetology-Shelby Drive,Main Campus (Shelby),96,0,0
2014,Tennessee Academy of Cosmetology-Stage Road,Main Campus (Stage),95,0,0
2014,Tennessee Career Institute,Main Campus,90,0,0
2014,Tennessee College of Applied Technology-Athens,Main Campus,237,0,0
2014,Tennessee College of Applied Technology-Covington,Tennessee College of Applied Tehnology Covington,244,0,0
2014,Tennessee College of Applied Technology-Crossville,Main Campus,315,0,0
2014,Tennessee College of Applied Technology-Crump,Tennessee College of Applied Technology Crump,251,0,0
2014,Tennessee College of Applied Technology-Dickson,Main Campus,430,0,0
2014,Tennessee College of Applied Technology-Dickson,Clarksville Extension Campus,430,0,0
2014,Tennessee College of Applied Technology-Elizabethton,Main Campus,477,0,0
2014,Tennessee College of Applied Technology-Elizabethton,Tennessee Technology Center - Mountain City Instructional Center,477,0,0
2014,Tennessee College of Applied Technology-Elizabethton,ETSU at Kingsport Campus,477,0,0
2014,Tennessee College of Applied Technology-Harriman,Tennessee College of Applied Technology-Harriman,216,0,0
2014,Tennessee College of Applied Technology-Hartsville,Main Campus,593,0,0
2014,Tennessee College of Applied Technology-Hohenwald,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - HOHENWALD,353,0,0
2014,Tennessee College of Applied Technology-Jacksboro,Main Campus,260,0,0
2014,Tennessee College of Applied Technology-Jackson,Tennessee College of Applied Technology-Jackson,384,0,0
2014,Tennessee College of Applied Technology-Jackson,Lexington Extension Campus,384,0,0
2014,Tennessee College of Applied Technology-Knoxville,Tennessee College of Applied Technology - Knoxville,1300,0,0
2014,Tennessee College of Applied Technology-Livingston,Main Campus,475,0,0
2014,Tennessee College of Applied Technology-McKenzie,Tennessee College of Applied Technology-McKenzie,154,0,0
2014,Tennessee College of Applied Technology-McMinnville,Main Campus,343,0,0
2014,Tennessee College of Applied Technology-Memphis,Main Campus,1051,0,0
2014,Tennessee College of Applied Technology-Memphis,Aviation Facility,1051,0,0
2014,Tennessee College of Applied Technology-Morristown,Main Campus,592,0,0
2014,Tennessee College of Applied Technology-Murfreesboro,Tennessee College of Applied Technology,361,0,0
2014,Tennessee College of Applied Technology-Nashville,Tennessee College of Applied Technology Nashville,894,0,0
2014,Tennessee College of Applied Technology-Newbern,Tennessee College of Applied Technology - Newbern,340,0,0
2014,Tennessee College of Applied Technology-Oneida-Huntsville,Main Campus,345,0,0
2014,Tennessee College of Applied Technology-Paris,Tennessee College of Applied Technology-Paris,332,0,0
2014,Tennessee College of Applied Technology-Pulaski,Main Campus,830,0,0
2014,Tennessee College of Applied Technology-Pulaski,Lewisburg Extension,830,0,0
2014,Tennessee College of Applied Technology-Ripley,Main Campus,146,0,0
2014,Tennessee College of Applied Technology-Shelbyville,Main Campus,468,0,0
2014,Tennessee College of Applied Technology-Whiteville,Whiteville Campus,222,0,0
2014,Tennessee College of Applied Technology-Whiteville,Brownsville Campus,222,0,0
2014,Tennessee School of Beauty of Knoxville Inc,Main Campus,195,0,0
2014,Tennessee State University,Main Campus,9027,2,0
2014,Tennessee Technological University,Tennessee Technological University,11339,1,1
2014,Tennessee Technological University,Appalachian Center for Crafts,11339,0,0
2014,Tennessee Technological University,Shipley Farm / Ag Pavilion,11339,0,0
2014,Tennessee Wesleyan College,Main Campus,1006,0,0
2014,Terra State Community College,Main Campus,2603,0,0
2014,TESST College of Technology-Baltimore,TESST College of Technology-Baltimore,582,0,0
2014,TESST College of Technology-Beltsville,TESST College of Technology-Beltsville,388,0,0
2014,TESST College of Technology-Towson,TESST College of Technology-Towson,318,0,0
2014,Teterboro School of Aeronautics,Main Campus,160,0,0
2014,Texarkana College,Main Campus,4061,0,0
2014,Texas A & M International University,Main Campus,7554,0,0
2014,Texas A & M University-Central Texas,Main Campus,2316,0,0
2014,Texas A & M University-College Station,Texas A&M University,61642,6,2
2014,Texas A & M University-College Station,Texas A&M University at Qatar,61642,0,0
2014,Texas A & M University-College Station,Mitchell Campus,61642,0,0
2014,Texas A & M University-College Station,Mays Business School at CITYCENTRE,61642,0,0
2014,Texas A & M University-College Station,School of Law,61642,0,0
2014,Texas A & M University-College Station,Texas A & M Health Science Center - College Station,61642,0,0
2014,Texas A & M University-College Station,Baylor College of Dentistry - Dallas,61642,0,0
2014,Texas A & M University-College Station,College of Medicine - Temple,61642,0,0
2014,Texas A & M University-College Station,South Texas Center - McAllen,61642,0,0
2014,Texas A & M University-College Station,Irma Lerma Rangel College of Pharmacy - Kingsville,61642,0,0
2014,Texas A & M University-College Station,Texas A&M Health Science Center-Roundrock,61642,0,0
2014,Texas A & M University-College Station,Texas A & M Health Science Center-Houston,61642,0,0
2014,Texas A & M University-College Station,Texas A&M Science Center- Bryan Campus,61642,0,0
2014,Texas A & M University-Commerce,Main Campus,12111,3,0
2014,Texas A & M University-Commerce,Texas A and M University Metroplex Campus,12111,0,0
2014,Texas A & M University-Commerce,Rockwall,12111,0,0
2014,Texas A & M University-Commerce,Corsicana,12111,0,0
2014,Texas A & M University-Commerce,Midlothian,12111,0,0
2014,Texas A & M University-Commerce,Collin Higher Education Center,12111,0,0
2014,Texas A & M University-Commerce,Universities Center at Dallas,12111,0,0
2014,Texas A & M University-Corpus Christi,Main Campus,11256,1,0
2014,Texas A & M University-Kingsville,Texas A&M University Kingsville,13246,3,6
2014,Texas A & M University-Kingsville,Texas A & M University - San Antonio,13246,0,0
2014,Texas A & M University-Texarkana,Texas A&M University-Texarkana at Bringle Lake,1865,1,0
2014,Texas A & M University-Texarkana,Texas A&M University-Texarkana at Northeast Texas Community College,1865,0,0
2014,Texas Barber Colleges and Hairstyling Schools,Main Campus,789,0,0
2014,Texas Barber Colleges and Hairstyling Schools,Texas Barber Colleges and Hairstyling Schools #1,789,0,0
2014,Texas Barber Colleges and Hairstyling Schools,Texas Barber College and Hairstyling School #2,789,0,0
2014,Texas Barber Colleges and Hairstyling Schools,Texas Barber Colleges and Hairstyling Schools #6,789,0,0
2014,Texas Barber Colleges and Hairstyling Schools,Texas Barber Colleges and Hairstyling Schools #5,789,0,0
2014,Texas Beauty College,Main Campus,70,0,0
2014,Texas Chiropractic College Foundation Inc,Main Campus,260,0,0
2014,Texas Christian University,Main Campus,10033,9,1
2014,Texas College,Main Campus,813,0,0
2014,Texas College of Cosmetology-Abilene,Main Campus,87,0,0
2014,Texas College of Cosmetology-San Angelo,Branch Campus,102,0,0
2014,Texas County Technical College,Main Campus,125,0,0
2014,Texas County Technical College,Bolivar Technical College,125,0,0
2014,Texas Health and Science University,Main Campus,98,0,0
2014,Texas Health School,Texas Health School-Main Campus,92,0,0
2014,Texas Lutheran University,Main Campus,1320,2,0
2014,Texas School of Business-Friendswood,Texas School of Business-Friendswood,236,0,0
2014,Texas School of Business-North Houston Campus,Texas School of Business-Houston,334,0,0
2014,Texas Southern University,Main Campus,9233,1,0
2014,Texas State Technical College-Harlingen,Texas State Technical College Harlingen,5225,0,0
2014,Texas State Technical College-Harlingen,TSTC - Ingelside,5225,0,0
2014,Texas State Technical College-Marshall,TSTC in Marshall,858,0,0
2014,Texas State Technical College-Waco,Waco Campus,4114,1,1
2014,Texas State Technical College-Waco,East Williamson County Higher Education Center,4114,0,0
2014,Texas State Technical College-Waco,Fort Bend Technical Center,4114,0,0
2014,Texas State Technical College-West Texas,TSTC - WT Sweetwater Campus,1453,0,0
2014,Texas State Technical College-West Texas,TSTC - WT  Breckenridge Extension,1453,0,0
2014,Texas State Technical College-West Texas,TSTC - WT Abilene Extension,1453,0,0
2014,Texas State Technical College-West Texas,TSTC - WT Brownwood Campus,1453,0,0
2014,Texas State University,Main Campus,36739,4,1
2014,Texas State University,Round Rock Higher Education Center.,36739,0,0
2014,Texas Tech University,Texas Tech University - Lubbock,35158,3,5
2014,Texas Tech University,TTU - El Paso,35158,0,0
2014,Texas Tech University,TTU - Highland Lakes / Marble Falls,35158,0,0
2014,Texas Tech University,TTU - Center at Junction,35158,0,0
2014,Texas Tech University,TTU - Waco,35158,0,0
2014,Texas Tech University,TTU - Fredericksburg,35158,0,0
2014,Texas Tech University Health Sciences Center,Main Campus-Lubbock HSC,4931,0,0
2014,Texas Tech University Health Sciences Center,Amarillo HSC Campus,4931,0,0
2014,Texas Tech University Health Sciences Center,El Paso HSC Campus,4931,0,0
2014,Texas Tech University Health Sciences Center,Permian Basin HSC Campus,4931,0,0
2014,Texas Tech University Health Sciences Center,Abilene HSC Campus,4931,0,0
2014,Texas Tech University Health Sciences Center,Dallas HSC Campus,4931,0,0
2014,Texas Vocational Schools Inc,Main Campus,38,0,0
2014,Texas Wesleyan University,Main Campus,2376,0,0
2014,Texas Woman's University,Main Campus,15071,1,1
2014,Texas Woman's University,PARKLAND,15071,0,0
2014,Texas Woman's University,HOUSTON,15071,0,0
2014,Thaddeus Stevens College of Technology,Main Campus,913,0,0
2014,Thaddeus Stevens College of Technology,Branch Campus,913,0,0
2014,Thanh Le College School of Cosmetology,Main Campus,41,0,0
2014,The Academy of Hair Design Six,Academy of Hair Design #6,74,0,0
2014,The Academy of Radio and TV Broadcasting,Main Campus,14,0,0
2014,The Academy Waukesha,Main Campus,155,0,0
2014,The Ailey School,Main Campus,96,0,0
2014,The Art Institute of Atlanta,The Art Institute of Atlanta,2623,1,0
2014,The Art Institute of Atlanta,The Art Institute of Atlanta- Decatur,2623,0,0
2014,The Art Institute of Austin,The Art Institute of Austin,1189,3,0
2014,The Art Institute of California-Argosy University Hollywood,The Art Institute of California - Hollywood,1602,0,0
2014,The Art Institute of California-Argosy University Inland Empire,The Art Institute of California-Inland Empire,1974,0,0
2014,The Art Institute of California-Argosy University Los Angeles,The Art Institute of California - Los Angeles,1436,0,0
2014,The Art Institute of California-Argosy University Orange County,The Art Institute of California - Orange County,1417,0,0
2014,The Art Institute of California-Argosy University Sacramento,The Art Institute of California-Sacramento,993,0,0
2014,The Art Institute of California-Argosy University San Diego,The Art Institute of California - San Diego,1634,0,0
2014,The Art Institute of California-Argosy University San Francisco,The Art Institute of California - San Francisco,1058,0,0
2014,The Art Institute of California-Argosy University-Silicon Valley,The Art Institute of California - Silicon Valley,436,0,0
2014,The Art Institute of Charleston,The Art Institute of Charleston,554,0,0
2014,The Art Institute of Charlotte,The Art Institute of Charlotte,1129,0,0
2014,The Art Institute of Cincinnati-AIC College of Design,Main Campus,36,0,0
2014,The Art Institute of Colorado,The Art Institute of Colorado,1414,0,0
2014,The Art Institute of Fort Lauderdale,The Art Institute of Fort Lauderdale,1514,0,0
2014,The Art Institute of Houston,The Art Institute of Houston,1887,0,0
2014,The Art Institute of Houston,The Art Institute of Houston - North,1887,0,0
2014,The Art Institute of Indianapolis,The Art Institute of Indianapolis,834,0,0
2014,The Art Institute of Las Vegas,The Art Institute of Las Vegas,952,0,0
2014,The Art Institute of Michigan,The Art Institute of Michigan,986,0,0
2014,The Art Institute of Michigan-Troy,Main Campus,,0,0
2014,The Art Institute of New York City,The Art Institute of New York City,898,0,0
2014,The Art Institute of Ohio-Cincinnati,ART INSTITUTE OF OHIO-CINCINNATI,660,0,0
2014,The Art Institute of Philadelphia,The Art Institute of Philadelphia,1953,1,0
2014,The Art Institute of Phoenix,The Art Institute of Phoenix,1009,1,0
2014,The Art Institute of Phoenix,The Art Institute of Vancouver,1009,0,0
2014,The Art Institute of Pittsburgh,The Art Institute of Pittsburgh,1280,2,0
2014,The Art Institute of Portland,The Art Institute of Portland,1111,1,0
2014,The Art Institute of Raleigh-Durham,The Art Institute of Raleigh-Durham,610,0,0
2014,The Art Institute of Salt Lake City,The Art Institute of Salt Lake City,375,0,0
2014,The Art Institute of San Antonio,Main Campus,1070,0,0
2014,The Art Institute of Seattle,The Art Institute of Seattle,1378,1,0
2014,The Art Institute of St Louis,The Art Institute of St Louis,455,0,0
2014,The Art Institute of Tennessee-Nashville,The Art Institute of Tennessee-Nashville,822,0,0
2014,The Art Institute of Tucson,The Art Institute of Tucson,388,0,0
2014,The Art Institute of Virginia Beach,The Art Institute of Virginia Beach,632,0,0
2014,The Art Institute of Washington,The Art Institute of Washington,1195,0,0
2014,The Art Institute of Washington-Dulles,The Art Institute of Washington-Dulles,191,0,0
2014,The Art Institute of Wisconsin,The Art Institute of Wisconsin,529,0,0
2014,The Art Institutes International-Minnesota,The Art Institutes International Minnesota,932,0,0
2014,The Art Institutes International?Kansas City,The Art Institutes International Kansas City,376,0,0
2014,The Art Institutes of York-PA,The Art Institute of York,369,0,0
2014,The Artisan College of Cosmetology,Main Campus,26,0,0
2014,The Baptist College of Florida,Main Campus,486,0,0
2014,The Baptist College of Florida,Orlando Site,486,0,0
2014,The Baptist College of Florida,Jacksonville Site,486,0,0
2014,The Baptist College of Florida,Pensacola Site,486,0,0
2014,The Barber School,Main Campus,187,0,0
2014,The Beauty Institute,Main Campus,45,0,0
2014,The Boston Conservatory,Main Campus,711,0,0
2014,The California Maritime Academy,The California  Maritime   Academy/CSU,1047,0,0
2014,The Chicago School of Professional Psychology at Chicago,Chicago Campus,1561,0,0
2014,The Chicago School of Professional Psychology at Irvine,Irvine Campus,267,0,0
2014,The Chicago School of Professional Psychology at Los Angeles,Main Campus,1877,0,0
2014,The Chicago School of Professional Psychology at Washington DC,Main Campus,370,0,0
2014,The Christ College of Nursing and Health Sciences,Main Campus,712,0,0
2014,The Collective School Of Music,Main Campus,52,0,0
2014,The College of Health Care Professions-Austin,Main Campus,260,0,0
2014,The College of Health Care Professions-Dallas,Main Campus,152,0,0
2014,The College of Health Care Professions-Fort Worth,The College Of Health Care Professions,310,0,0
2014,The College of Health Care Professions-San Antonio,The College of Health Care Professions,321,0,0
2014,The College of Health Care Professions-Southwest Houston,The College of Health Care Professions,217,0,0
2014,The College of Idaho,The College of Idaho,1144,1,2
2014,The College of New Jersey,Main Campus,7409,3,0
2014,The College of New Rochelle,Main Campus,3740,0,0
2014,The College of New Rochelle,Brooklyn Campus,3740,0,0
