Criminal Offenses - On campus,,,,,
Survey year,Institution name, Campus Name,Institution Size,Rape,Fondling
2014,Bluegrass Community and Technical College,Bluegrass Community & Technical College--Winchester/Clark County Campus,10952,0,0
2014,Bluegrass Community and Technical College,Bluegrass Community & Technical College-Newtown Campus,10952,0,0
2014,Bluffton University,Main Campus,1094,5,0
2014,Bob Jones University,Bob Jones University,3108,0,0
2014,Boca Beauty Academy,Main Campus,208,0,0
2014,Body Therapy Institute,Main Campus,94,0,0
2014,Boise Barber College,Main Campus,42,0,0
2014,Boise Bible College,Main Campus,175,0,0
2014,Boise State University,Main Campus,22227,6,0
2014,Boise State University,Boise State University - Gowen Field,22227,0,0
2014,Boise State University,Boise State University - Mountain Home Air Force Base,22227,0,0
2014,Boise State University,Boise State University - College of Southern Idaho Extension,22227,1,0
2014,Boise State University,Boise State University - Lewis-Clark State College at NIC Extension,22227,0,0
2014,Boise State University,Boise State University - Lewis-Clark State College Extension,22227,0,0
2014,Bold Beauty Academy,Main Campus,167,0,0
2014,Bon Secours Memorial College of Nursing,Main Campus,489,0,0
2014,Bon Secours St Mary's Hospital School of Medical Imaging,Main Campus,25,0,0
2014,Bonnie Joseph Academy of Cosmetology and Barbering,Main Campus,31,0,0
2014,Boricua College,Manhattan Campus - Main Campus,1163,0,0
2014,Borner's Barber College,Main campus,29,0,0
2014,Borner's Barber College,Borner's Barber College - Long Beach,29,0,0
2014,Bos-Man's Barber College,Main Campus,24,0,0
2014,Bossier Parish Community College,Main Campus,8693,0,0
2014,Boston Architectural College,Boston Architectural College,876,0,0
2014,Boston Baptist College,Boston Baptist College,94,0,0
2014,Boston College,Main Campus,14317,22,1
2014,Boston Graduate School of Psychoanalysis Inc,Main Campus,136,0,0
2014,Boston University,Boston University Charles River Campus,32112,5,7
2014,Boston University,Boston University Medical Campus,32112,0,1
2014,Boston University,Boston University Los Angeles,32112,0,0
2014,Boston University,Boston University London Campus,32112,0,0
2014,Boston University,MET College- MCB Camp Lejeune,32112,0,0
2014,Boston University,MET College- MCAS Cherry Point,32112,0,0
2014,Boston University,MET College- Hanscom Air Force Base,32112,0,0
2014,Boston University,MET College- MCCS Henderson Hall,32112,0,0
2014,Boston University,Law LL.M.- Budapest,32112,0,0
2014,Boston University,School of Social Work- Cape Cod,32112,0,0
2014,Boston University,School of Social Work- Chelmsford,32112,0,0
2014,Boston University,School of Social Work- Fall River,32112,0,0
2014,Bowdoin College,Main Campus,1805,15,3
2014,Bowie State University,Main Campus,5695,2,0
2014,Bowling Green State University-Firelands,Firelands Campus,2287,0,0
2014,Bowling Green State University-Main Campus,Main Campus,16554,9,2
2014,Bradford School,Main Campus,443,0,0
2014,Bradford School,Main Campus,413,0,0
2014,Bradford-Union Technical Center,Bradford- Union Technical Center,121,0,0
2014,Bradley University,Main Campus,5300,7,0
2014,Bramson ORT College,Main Campus,641,0,0
2014,Brand College,Main Campus,59,0,0
2014,Brandeis University,Main Campus,5945,9,1
2014,Brandman University,Main Campus & Administration - Irvine,7795,0,0
2014,Brandman University,Brandman University  - Antelope Valley Campus,7795,0,0
2014,Brandman University,Brandman University - Bangor Campus,7795,0,0
2014,Brandman University,Brandman University - Fairfield Campus,7795,0,0
2014,Brandman University,Brandman University - Folsom Campus,7795,0,0
2014,Brandman University,Brandman University - Hanford Campus,7795,0,0
2014,Brandman University,Brandman University - Lacey Campus,7795,0,0
2014,Brandman University,Brandman University - Lemoore Campus,7795,0,0
2014,Brandman University,Brandman University - Ft. Lewis Campus,7795,0,0
2014,Brandman University,Brandman University - McChord Field,7795,0,0
2014,Brandman University,Brandman University - Modesto Campus,7795,0,0
2014,Brandman University,Brandman University - Monterey Campus,7795,0,0
2014,Brandman University,Brandman University - Riverside Campus,7795,0,0
2014,Brandman University,Brandman University - Ontario Campus,7795,0,0
2014,Brandman University,Brandman University - Palm Desert Campus,7795,0,0
2014,Brandman University,Brandman University - Roseville Campus,7795,0,0
2014,Brandman University,Brandman University - San Diego Campus,7795,0,0
2014,Brandman University,Brandman University - Santa Clarita Campus,7795,0,2
2014,Brandman University,Brandman University - Santa Maria Campus,7795,0,0
2014,Brandman University,Brandman University - Menifee,7795,0,0
2014,Brandman University,Brandman University - Travis Campus,7795,0,0
2014,Brandman University,Brandman University - Victorville Campus,7795,0,0
2014,Brandman University,Brandman University - Visalia Campus,7795,0,0
2014,Brandman University,Brandman University - Walnut Creek,7795,0,0
2014,Brandman University,Brandman University - Whidbey Island Campus,7795,0,0
2014,Brandman University,Brandman University - Yuba City Campus,7795,0,0
2014,Branford Academy of Hair and Cosmetology,Branford Academy of Hair & Cosmetology,42,0,0
2014,Branford Hall Career Institute-Albany Campus,Main Campus,309,0,0
2014,Branford Hall Career Institute-Amityville,Main Campus,328,0,0
2014,Branford Hall Career Institute-Bohemia Campus,Bohemia,682,0,0
2014,Branford Hall Career Institute-Branford Campus,Main Campus,493,0,0
2014,Branford Hall Career Institute-Jersey City,Anthem Institute - Jersey City,251,0,0
2014,Branford Hall Career Institute-North Brunswick,Anthem Institute - North Brunswick,242,0,0
2014,Branford Hall Career Institute-Parsippany,Anthem Institute - Parsippany,119,0,0
2014,Branford Hall Career Institute-Southington Campus,Southington Campus,454,0,0
2014,Branford Hall Career Institute-Springfield Campus,Branford Hall Career Institute,549,0,0
2014,Branford Hall Career Institute-Springfield Campus,Branford Hall Career Institute - Springfield Tech,549,0,0
2014,Branford Hall Career Institute-Windsor Campus,Windsor Campus,385,0,0
2014,Brazosport College,Brazosport College,4155,0,0
2014,Brenau University,Gainesville Main Campus,2789,0,0
2014,Brenau University,Atlanta Campus,2789,0,0
2014,Brenau University,Augusta/Ft. Gordon Campus,2789,0,0
2014,Brenau University,Kings Bay Campus,2789,0,0
2014,Brenau University,South Atlanta,2789,0,0
2014,Brensten Education,Main campus,453,0,0
2014,Brensten Education,Minnetonka,453,0,0
2014,Brensten Education,Grand Rapids,453,0,0
2014,Brescia University,Main Campus,1056,0,1
2014,Brevard College,Main Campus,705,0,0
2014,Brewster Technical Center,BREWSTER TECHNICAL COLLEGE,195,0,0
2014,Brewton-Parker College,Main Campus  Mt. Vernon Georgia,638,0,0
2014,Briar Cliff University,Main Campus,1135,3,0
2014,Briarcliffe College,Main Campus,1719,0,0
2014,Briarcliffe College,Briarcliffe College - Patchogue Campus,1719,0,0
2014,Bridgeport Hospital School of Nursing,Main Campus,189,0,0
2014,Bridgerland Applied Technology College,Main Campus,751,0,0
2014,BridgeValley Community & Technical College,Main Campus,2344,0,0
2014,BridgeValley Community & Technical College,Main Campus,2344,0,0
2014,BridgeValley Community & Technical College,Main Campus- Second Campus - So. Charleston- WV.,2344,0,0
2014,Bridgewater College,Main Campus,1785,3,0
2014,Bridgewater State University,Main Campus,11187,4,1
2014,Bridgewater State University,Attleboro Campus,11187,0,0
2014,Bridgewater State University,New Bedford,11187,0,0
2014,Brigham Young University-Hawaii,Brigham Young University-Hawaii,2787,8,4
2014,Brigham Young University-Idaho,BYU-Idaho,36624,0,2
2014,Brigham Young University-Provo,Brigham Young University (230038),30484,1,17
2014,Brigham Young University-Provo,BYU Salt Lake Center,30484,0,0
2014,Brigham Young University-Provo,BYU Washington D.C. Seminar,30484,0,0
2014,Brigham Young University-Provo,BYU London Center,30484,0,0
2014,Brigham Young University-Provo,BYU Jerusalem Center,30484,0,0
2014,Brighton Center's Center for Employment Training,Main Campus,97,0,0
2014,Brighton Institute of Cosmetology,Main Campus,56,0,0
2014,Bristol Community College,Main Campus,9189,0,2
2014,Bristol Technical Education Center,Main Campus,51,0,0
2014,Bristol University,Main Campus,62,0,0
2014,Brite Divinity School,Brite Divinity School,196,9,1
2014,Brittany Beauty School,Main Campus,140,0,0
2014,Brittany Beauty School,Branch School,166,0,0
2014,Broadview Entertainment Arts University,Broadview Entertainment Arts University,138,0,0
2014,Broadview University-Boise,Broadview University - Boise,116,0,0
2014,Broadview University-Layton,Broadview University - Layton,126,0,0
2014,Broadview University-Orem,Broadview University - Orem,105,0,0
2014,Broadview University-West Jordan,Broadview University - West Jordan,219,0,0
2014,Broken Arrow Beauty College-Broken Arrow,Broken Arrow Beauty College,39,0,0
2014,Broken Arrow Beauty College-Tulsa,Cosmetology Education Center,69,0,0
2014,Brookdale Community College,Brookdale Community College,14144,0,0
2014,Brookhaven College,BROOKHAVEN COLLEGE,12403,0,1
2014,Brookline College-Albuquerque,Brookline College - Albuquerque Campus,357,0,0
2014,Brookline College-Phoenix,Brookline College - Phoenix Campus,1468,0,0
2014,Brookline College-Tempe,Brookline College - Tempe Campus,418,0,0
2014,Brookline College-Tucson,Tucson Campus,507,0,0
2014,Brooklyn Law School,Main Campus,1141,0,0
2014,Brooks Institute,Main Campus,437,0,0
2014,Brooks Institute,Learning Center,437,0,0
2014,Broome Delaware Tioga BOCES-Practical Nursing Program,Main Campus,61,0,0
2014,Broward College,Central Campus,44119,0,0
2014,Broward College,North Campus,44119,0,0
2014,Broward College,South Campus,44119,0,0
2014,Broward College,Willis Holcombe Center,44119,0,0
2014,Broward College,Tigertail Campus,44119,0,0
2014,Broward College,Pines Center,44119,0,0
2014,Broward College,AutoNation Center for Excellence in Automotive and Technology/Marine Center of Excellence,44119,0,0
2014,Broward College,Weston Center,44119,0,0
2014,Broward College,Miramar Town Center,44119,0,0
2014,Broward College,Coral Springs Academic Center,44119,0,0
2014,Brown Aveda Institute-Mentor,Main Campus,149,0,0
2014,Brown Aveda Institute-Rocky River,Brown Aveda Institute,134,0,0
2014,Brown College of Court Reporting,Main Campus,208,0,0
2014,Brown Mackie College-Akron,Brown Mackie College - Akron,533,0,0
2014,Brown Mackie College-Albuquerque,Brown Mackie College-Albuquerque,767,0,0
2014,Brown Mackie College-Atlanta,Brown Mackie College - Atlanta,919,0,0
2014,Brown Mackie College-Birmingham,Brown Mackie College - Birmingham,898,0,0
2014,Brown Mackie College-Boise,Brown Mackie College - Boise,356,1,0
2014,Brown Mackie College-Cincinnati,Brown Mackie College - Cincinnati,918,0,0
2014,Brown Mackie College-Dallas,Main Campus,432,0,0
2014,Brown Mackie College-Findlay,Brown Mackie College - Findlay,369,0,0
2014,Brown Mackie College-Fort Wayne,Brown Mackie College - Fort Wayne,507,0,0
2014,Brown Mackie College-Greenville,Brown Mackie College-Greenville,708,0,0
2014,Brown Mackie College-Hopkinsville,Brown Mackie College - Hopkinsville,222,0,0
2014,Brown Mackie College-Indianapolis,Brown-Mackie College-Indianapolis,995,0,0
2014,Brown Mackie College-Kansas City,Brown Mackie College - Kansas City,458,0,0
2014,Brown Mackie College-Louisville,Brown Mackie College - Louisville,1120,0,0
2014,Brown Mackie College-Merrillville,Brown Mackie College - Merrillville,512,0,0
2014,Brown Mackie College-Miami,Brown Mackie College - Miami,919,0,0
2014,Brown Mackie College-Michigan City,Brown Mackie College - Michigan City,112,0,0
2014,Brown Mackie College-North Canton,Brown Mackie College - N Canton,471,0,0
2014,Brown Mackie College-Northern Kentucky,Brown Mackie College - Northern Kentucky,306,0,0
2014,Brown Mackie College-Oklahoma City,Brown Mackie College - Oklahoma City,329,0,0
2014,Brown Mackie College-Phoenix,Brown Mackie College-Phoenix,648,0,0
2014,Brown Mackie College-Quad Cities,Brown Mackie College - Quad Cities,369,0,0
2014,Brown Mackie College-Salina,Brown Mackie College - Salina,452,0,0
2014,Brown Mackie College-San Antonio,Brown Mackie College - San Antonio,841,0,0
2014,Brown Mackie College-South Bend,Brown Mackie College - South Bend,340,0,0
2014,Brown Mackie College-St Louis,Brown Mackie College - St Louis,504,0,0
2014,Brown Mackie College-Tucson,Brown Mackie College - Tucson,611,0,0
2014,Brown Mackie College-Tulsa,Brown Mackie College - Tulsa,543,0,0
2014,Brown University,Main Campus,9181,43,0
2014,Brownson Technical School,Main Campus,46,0,0
2014,Brunswick Community College,Main Campus,1814,0,0
2014,Bryan College of Health Sciences,Main Campus,691,0,0
2014,Bryan College-Dayton,Main Campus,1599,0,0
2014,Bryan College-Dayton,Krystal Building,1599,0,0
2014,Bryan College-Dayton,Knoxville Campus,1599,0,0
2014,Bryan College-Gold River,Main Campus,85,0,0
2014,Bryan University,Main Campus,1358,0,0
2014,Bryan University,Topeka Campus,63,0,0
2014,Bryan University,Springfield Campus,322,0,0
2014,Bryan University,Rogers Campus,61,0,0
2014,Bryan University,Columbia Campus,97,0,0
2014,Bryant & Stratton College-Akron,Akron Campus,259,0,0
2014,Bryant & Stratton College-Albany,Albany Campus,500,0,0
2014,Bryant & Stratton College-Amherst,Main Campus,356,0,0
2014,Bryant & Stratton College-Bayshore,Bayshore Campus,530,0,0
2014,Bryant & Stratton College-Buffalo,MAIN CAMPUS,800,0,0
2014,Bryant & Stratton College-Cleveland,Cleveland Downtown,475,0,0
2014,Bryant & Stratton College-Eastlake,Eastlake Campus,471,0,0
2014,Bryant & Stratton College-Greece,Greece Campus,421,0,0
2014,Bryant & Stratton College-Hampton,Bryant & Stratton College,521,0,0
2014,Bryant & Stratton College-Henrietta,Henrietta,431,0,0
2014,Bryant & Stratton College-Milwaukee,Main Campus,847,0,0
2014,Bryant & Stratton College-Parma,Parma Campus,541,0,0
2014,Bryant & Stratton College-Richmond,Richmond Campus,626,0,0
2014,Bryant & Stratton College-Southtowns,Bryant & Stratton College- Southtowns Campus,561,0,0
2014,Bryant & Stratton College-Syracuse,Main Campus,516,0,0
2014,Bryant & Stratton College-Syracuse North,Syracuse North,472,0,0
2014,Bryant & Stratton College-Virginia Beach,Main Campus,586,0,0
2014,Bryant & Stratton College-Wauwatosa,Wauwatosa Campus,698,0,0
2014,Bryant University,Main Campus,3462,3,1
2014,Bryn Athyn College of the New Church,Main Campus,281,0,0
2014,Bryn Mawr College,Main Campus,1709,1,5
2014,Buchanan Beauty College,Buchanan Beauty College,17,0,0
2014,Buchanan Beauty College,Branch Campus,20,0,0
2014,Buchanan Beauty College-Pleasantview,Main Campus,26,0,0
2014,Buckeye Hills Career Center,Main Campus,159,0,0
2014,Buckeye Joint Vocational School,Buckeye Career Center,95,0,0
2014,Bucknell University,Bucknell University- Main Campus,3624,10,7
2014,Buckner Barber School,Main Campus,26,0,0
2014,Bucks County Community College,Newtown Campus,8979,0,0
2014,Bucks County School of Beauty Culture Inc,Main Campus,84,0,0
2014,Buena Vista University,Main Campus and GPS sites,2295,3,0
2014,Bullard-Havens Technical High School,Bullard-Havens Regional Vocational Technical Sch,15,0,0
2014,Bunker Hill Community College,Main Campus,14253,0,0
2014,Bunker Hill Community College,Chelsea Campus,14253,0,0
2014,Burlington College,Main Campus,224,0,0
2014,Burlington County College,Pemberton Campus,9438,0,0
2014,Burlington County College,Mount Laurel Campus,9438,0,0
2014,Burlington County College,Willingboro Center,9438,0,0
2014,Burlington County College,Mt. Holly Center,9438,0,0
2014,Burnett International College,Burnett International College,281,0,0
2014,Business Informatics Center Inc,Main Campus,24,0,0
2014,Butler Beauty Academy,Butler Beauty Academy,23,0,0
2014,Butler Community College,Butler Community College,9003,1,0
2014,Butler County Community College,Main Campus,3570,0,0
2014,Butler Tech-D Russel Lee Career Center,Main Campus,370,0,0
2014,Butler University,Butler University,4848,3,1
2014,Butte Academy of Beauty Culture,Butte Academy,46,0,0
2014,Butte College,Butte Community College,12161,0,0
2014,Byzantine Catholic Seminary of Saints Cyril and Methodius,Main Campus,22,0,0
2014,Cabarrus College of Health Sciences,Main Campus,448,0,0
2014,Cabell County Career Technology Center,Cabell County Career Technology Center,103,0,0
2014,Cabrillo College,Aptos Campus,13594,0,0
2014,Cabrillo College,Watsonville Center,13594,0,0
2014,Cabrini College,Main Campus,2203,3,0
2014,Cactus Academy,Main Campus,123,0,0
2014,Caddo Kiowa Technology Center,Main Campus,187,0,0
2014,Cadillac Institute of Cosmetology,Cadillac Institute of Cosmetology,40,0,0
2014,Cain's Barber College Inc,Main Campus,90,0,0
2014,Cairn University-Langhorne,Main Campus,1058,0,0
2014,CALC Institute of Technology,Main Campus,174,0,0
2014,CALC Institute of Technology,Extension Campus,174,0,0
2014,Caldwell Community College and Technical Institute,Main Campus,3876,0,0
2014,Caldwell Community College and Technical Institute,Watauga campus,3876,0,0
2014,Caldwell University,Main Campus,2184,1,0
2014,California Baptist University,Main Campus,7957,1,0
2014,California Baptist University,California Baptist University - Online and Professional Studies,7957,0,0
2014,California Baptist University,California Baptist University - Temecula Educational Services Center,7957,0,0
2014,California Beauty School,California Beauty College,93,0,0
2014,California Career College,California Career College,94,0,0
2014,California Career Institute,Main Campus,73,0,0
2014,California Career School,Main Campus,136,0,0
2014,California Christian College,Main Campus,20,0,0
2014,California College of the Arts,Oakland Campus,1998,1,0
2014,California College of the Arts,San Francisco Campus,1998,0,0
2014,California College San Diego,Main Campus,912,0,0
2014,California College San Diego,California College San Diego - National City,912,0,0
2014,California College San Diego,California College San Diego - San Marcos,912,0,0
2014,California Hair Design Academy,California Hair Design Academy- Inc.,195,0,0
2014,California Hair Design Academy,California Hair Design Academy - Branch Campus,195,0,0
2014,California Healing Arts College,Main Campus,44,0,0
2014,California Institute of Integral Studies,Main Campus,1251,0,0
2014,California Institute of Technology,Main Campus,2209,2,4
2014,California Institute of the Arts,Main Campus,1471,0,3
2014,California Lutheran University,Main Campus,4160,0,0
2014,California Lutheran University,California Lutheran University Oxnard Campus,4160,0,0
2014,California Lutheran University,California Lutheran University Woodland Hills Campus,4160,0,0
2014,California Miramar University,Main Campus,324,0,0
2014,California Nurses Educational Institute,Main Campus,162,0,0
2014,California Polytechnic State University-San Luis Obispo,Main Campus,20186,11,3
2014,California State Polytechnic University-Pomona,Main Campus,23966,4,2
2014,California State University-Bakersfield,Main Campus,8720,0,0
2014,California State University-Channel Islands,California State University Channel Islands,5879,1,1
2014,California State University-Channel Islands,Thousand Oaks Campus,5879,0,0
2014,California State University-Channel Islands,Goleta Campus,5879,0,0
2014,California State University-Chico,Main Campus,17287,3,1
2014,California State University-Dominguez Hills,California State University Dominguez Hills,14687,0,0
2014,California State University-East Bay,Main Campus,14823,1,1
2014,California State University-East Bay,Contra Costa Campus,14823,0,0
2014,California State University-Fresno,Main Campus,23179,1,0
2014,California State University-Fullerton,Main Campus,38128,5,1
2014,California State University-Fullerton,Zzyzx,38128,0,0
2014,California State University-Fullerton,Santa Ana Central Arts,38128,0,0
2014,California State University-Fullerton,Irvine Campus,38128,0,0
2014,California State University-Fullerton,Garden Grove Campus,38128,0,0
2014,California State University-Long Beach,Main Campus,36809,0,3
2014,California State University-Los Angeles,California State University- Los Angeles,24488,4,3
2014,California State University-Monterey Bay,California State University- Monterey Bay,6631,8,2
2014,California State University-Northridge,California State University- Northridge,40131,2,4
2014,California State University-Sacramento,Sacramento State,29349,2,1
2014,California State University-San Bernardino,California State University- San Bernardino,18952,2,3
2014,California State University-San Bernardino,Palm Desert Satellite Campus,18952,0,0
2014,California State University-San Marcos,Main Campus,12154,10,3
2014,California State University-San Marcos,Temecula Branch Campus,12154,0,0
2014,California State University-Stanislaus,CSU Stanislaus - Turlock,9045,7,0
2014,California State University-Stanislaus,CSU Stanislaus - Stockton,9045,0,0
2014,California University of Management and Sciences,Main Campus,592,0,0
2014,California University of Pennsylvania,Main Campus,7978,2,3
2014,California University of Pennsylvania,Southpointe Campus,7978,0,0
2014,California Western School of Law,California Western School of Law,781,0,1
2014,Calumet College of Saint Joseph,Main Campus,1072,0,0
2014,Calvary Bible College and Theological Seminary,Calvary Bible College and Theological Seminary,314,0,0
2014,Calvin College,Calvin College,3993,0,0
2014,Calvin Theological Seminary,Main Campus,291,0,0
2014,Cambria-Rowe Business College-Indiana,Branch Campus,93,0,0
2014,Cambria-Rowe Business College-Johnstown,Main Campus,136,0,0
2014,Cambridge College,Main Campus,2841,0,0
2014,Cambridge College,Augusta  Regional Center,2841,0,0
2014,Cambridge College,Chesapeake Regional Center,2841,0,0
2014,Cambridge College,Cambridge College California Branch,2841,0,0
2014,Cambridge College,Lawrence Regional Center,2841,0,0
2014,Cambridge College,Memphis Regional Center,2841,0,0
2014,Cambridge College,Puerto Rico Regional Center,2841,0,0
2014,Cambridge College,Springfield Regional Center,2841,0,0
2014,Cambridge Institute of Allied Health & Technology,Main Campus,188,0,0
2014,Cambridge Institute of Health & Technology,Main campus,210,0,0
2014,Cambridge Junior College-Woodland,Woodland Campus,78,0,0
2014,Cambridge Junior College-Yuba City,Main Campus,159,0,0
2014,Cambridge Technical Institute,Main Campus,145,0,0
2014,Camden County College,Blackwood Campus,12051,0,0
2014,Camden County College,Camden City Campus,12051,0,0
2014,Camden County College,William G. Rohrer Center,12051,0,0
2014,Camden County College,Regional Emergency Training Center,12051,0,0
2014,Camelot College,Main Campus,247,1,0
2014,Cameo Beauty Academy,Main Campus,109,0,0
2014,Cameo College of Essential Beauty,Main Campus,284,0,0
2014,Cameron College,Main Campus,20,0,0
2014,Cameron University,Cameron University,5537,0,0
2014,Campbell University,Campbell University,6101,0,0
2014,Campbellsville University,Main Campus,3427,0,0
2014,Canada College,Canada College,6498,0,0
2014,Canadian Valley Technology Center,Canadian Valley Technology Center,1517,0,0
2014,Canisius College,Main Campus,4181,0,0
2014,Cankdeska Cikana Community College,Candeska Cikana Community Campus,185,0,0
2014,Cannella School of Hair Design-Blue Island,Main Campus,54,0,0
2014,Cannella School of Hair Design-Chicago,Main Campus,95,0,0
2014,Cannella School of Hair Design-Chicago,Main Campus,129,0,0
2014,Cannella School of Hair Design-Chicago,Main Campus,50,0,0
2014,Cannella School of Hair Design-Elgin,Main Campus,48,0,0
2014,Cannella School of Hair Design-Villa Park,Main Campus,74,0,0
2014,Cannon Institute of Higher Learning,Cannon Institute of Higher Learning,12,0,0
2014,Canton City Schools Adult Career and Technical Education,Main Campus,104,0,0
2014,Cape Cod Community College,Main Campus,3818,0,0
2014,Cape Coral Institute of Technology,Main Campus,282,0,0
2014,Cape Fear Community College,Downtown Campus,9062,0,0
2014,Cape Fear Community College,Burgaw Center,9062,0,0
2014,Cape Fear Community College,North Campus,9062,0,0
2014,Cape Girardeau Career and Technology Center,Main Campus,320,0,0
2014,Capella University,Capella University,35061,0,0
2014,Capilo School of Hair Design,Main Campus,147,0,0
2014,Capital Area School of Practical Nursing,Main Campus,139,0,0
2014,Capital Area Technical College,BR Tech Campus,1946,0,0
2014,Capital Area Technical College,Port Allen Extension Campus,1946,0,0
2014,Capital Area Technical College,Jumonville Campus,1946,0,0
2014,Capital Area Technical College,Folkes Campus,1946,0,0
2014,Capital Area Technical College,Westside Campus,1946,0,0
2014,Capital Community College,Capital Community College,4083,0,0
2014,Capital University,Main Campus,3494,3,1
2014,Capital University,Capital University Law School,3494,0,0
2014,Capitol School of Hairstyling and Esthetics,Main Campus,116,0,0
2014,Capitol Technology University,Main Campus,793,0,0
2014,Capri Beauty College,Main Campus,92,0,0
2014,Capri Beauty College,Branch Campus,52,0,0
2014,Capri College-Cedar Rapids,Capri College,181,0,0
2014,Capri College-Davenport,Main Campus,154,0,0
2014,Capri College-Dubuque,Capri College,189,0,0
2014,Capri Institute of Hair Design-Brick,Capri Institute of Hair Design,167,0,0
2014,Capri Institute of Hair Design-Clifton,Capri Institute of Hair Design,241,0,0
2014,Capri Institute of Hair Design-Kenilworth,Capri Institute of Hair Design,172,0,0
2014,Capri Institute of Hair Design-Paramus,Capri Institute of Hair Design,164,0,0
2014,Capri School of Hair Design,Capri School of Hair Design,223,0,0
2014,Capri School of Hair Design,Capri School of Hair Design-Newburgh,223,0,0
2014,Capstone College,Main Campus,40,0,0
2014,Cardiac and Vascular Institute of Ultrasound,Main Campus,44,0,0
2014,Cardinal Stritch University,Main Campus,3811,0,0
2014,Cardiotech Ultrasound School,Main Campus,43,0,0
2014,Career Academy of Beauty,Main Campus,157,0,0
2014,Career Academy of Hair Design,Career Academy of Hair Design,344,0,0
2014,Career Academy of Hair Design,Rogers Campus,344,0,0
2014,Career Academy of Hair Design,Siloam Springs,344,0,0
2014,Career Academy of Hair Design,Fayetteville Campus,344,0,0
2014,Career and Technology Education Centers of Licking County,Career & Technology Education Centers Licking Coun,307,0,1
2014,Career Beauty College,Main Campus,28,0,0
2014,Career Care Institute,Main Campus,585,0,0
2014,Career Care Institute,Moreno Valley,585,0,0
2014,Career Care Institute,Ventura Campus,585,0,0
2014,Career Center of Southern Illinois,Beck School of Practical Nursing dba Career Center of Southern Illinois,82,0,0
2014,Career College Consultants,Career College Consultants- Inc.,119,0,0
2014,Career College of California,Main Campus,194,0,0
2014,Career College of Northern Nevada,Career College of Northern Nevada,581,0,0
2014,Career Development Institute Inc,Main campus,63,0,0
2014,Career Networks Institute,Main Campus,651,0,0
2014,Career Point College,Main Campus,1208,0,0
2014,Career Point College,Spencer Lane Site,1208,0,0
2014,Career Point College,Branch,465,0,0
2014,Career Quest Learning Centers-Jackson,Career Quest Learning Centers - Jackson,251,0,0
2014,Career Quest Learning Centers-Lansing,Career Quest Learning Centers - Lansing,408,0,0
2014,Career School of NY,Career School of NY- Inc.,67,0,0
2014,Career Technical College-Monroe,Main Campus,623,0,0
2014,Career Technical College-Shreveport,Shreveport Campus,303,0,0
2014,Career Technical Institute,Career Technical Institute,607,0,0
2014,Career Technology Center of Lackawanna County,Main Campus,76,0,0
2014,Career Training Academy-Monroeville,Monroeville Branch Campus,115,0,0
2014,Career Training Academy-New Kensington,Career Training Academy,171,0,0
2014,Career Training Academy-Pittsburgh,Branch Campus,83,0,0
2014,Career Training Solutions,Main Campus,203,0,0
2014,Careers Unlimited,Main Campus,177,0,0
2014,Carib Technological Institute,Main Campus,60,0,0
2014,Caribbean Forensic and Technical College,Caribbean Forensic & Technical College,120,0,0
2014,Caribbean University-Bayamon,Bayamon Main Campus,1959,0,0
2014,Caribbean University-Carolina,Carolina,657,0,0
2014,Caribbean University-Ponce,Caribbean University,1340,0,0
2014,Caribbean University-Vega Baja,Vega Baja,530,0,0
2014,Carl Albert State College,Carl Albert State College,2241,1,1
2014,Carl Sandburg College,Main Campus,2200,0,0
2014,Carl Sandburg College,The Branch campus (Carthage),2200,0,0
2014,Carl Sandburg College,The Extension Center (Bushnell),2200,0,0
2014,Carleton College,Carleton College,2057,5,5
2014,Carlos Albizu University-Miami,Carlos Albizu University- Miami Campus,1000,0,0
2014,Carlos Albizu University-San Juan,Main Campus San Juan,1063,0,0
2014,Carlow University,Main Campus,2201,1,0
2014,Carlow University,Greensburg,2201,0,0
2014,Carlow University,Cranberry,2201,0,0
2014,Carlson College of Massage Therapy,Carlson College of Massage Therapy,33,0,0
2014,Carnegie Institute,Main Campus,249,0,0
2014,Carnegie Mellon University,Main Campus,12587,6,3
2014,Carnegie Mellon University,Adelaide,12587,0,0
2014,Carnegie Mellon University,Qatar,12587,0,2
2014,Carnegie Mellon University,Silicon Valley,12587,0,0
2014,Carnegie Mellon University,New York City,12587,0,0
2014,Carnegie Mellon University,Los Angeles,12587,0,0
2014,Carnegie Mellon University,Rwanda,12587,0,0
2014,Carolina Christian College,Main Campus,53,0,0
2014,Carolina College of Biblical Studies,Carolina College of Biblical Studies,111,0,0
2014,Carolina College of Hair Design,Main Campus,65,0,0
2014,Carolina School of Broadcasting,Carolina School of Broadcasting,48,0,0
2014,Carolinas College of Health Sciences,Main Campus,486,0,0
2014,Carousel Beauty College-Dayton,Main Campus,28,0,0
2014,Carousel Beauty College-Kettering,Main Campus,62,0,0
2014,Carousel Beauty College-Middletown,Main Campus,24,0,0
2014,Carousel Beauty College-Springfield,Main Campus,59,0,0
2014,Carousel of Miami Valley Beauty College,Main Campus,37,0,0
2014,Carrington College-Albuquerque,Carrington College-Albuquerque,586,0,0
2014,Carrington College-Boise,Carrington College-Boise,494,0,0
2014,Carrington College-Citrus Heights,Carrington College California-Citrus Heights,517,0,0
2014,Carrington College-Las Vegas,Carrington College-Las Vegas,325,0,0
2014,Carrington College-Mesa,Carrington College-Mesa,718,0,0
